"hospital_name","city","state","county_name","hospital_type","hospital_ownership","emergency_services","beds","trauma","mortality_national_comparison","rating"
"THE UNIVERSITY OF CHICAGO MEDICAL CENTER","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",577,"LEVEL I PEDIATRIC","Same as the National average","3.0"
"PALMDALE REGIONAL MEDICAL CENTER","PALMDALE","CA","LOS ANGELES","Acute Care Hospitals","Proprietary","True",157,"NOT AVAILABLE","Same as the National average","3.0"
"POINCIANA MEDICAL CENTER","KISSIMMEE","FL","OSCEOLA","Acute Care Hospitals","Proprietary","True",76,"NOT AVAILABLE","Same as the National average","2.0"
"PETALUMA VALLEY HOSPITAL","PETALUMA","CA","SONOMA","Acute Care Hospitals","Voluntary non-profit - Other","True",80,"NOT AVAILABLE","Same as the National average","3.0"
"HABERSHAM COUNTY MEDICAL CTR","DEMOREST","GA","HABERSHAM","Acute Care Hospitals","Government - Hospital District or Authority","True",53,"NOT AVAILABLE","Same as the National average","3.0"
"PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",-999,"NOT AVAILABLE","Above the National average","4.0"
"PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",377,"NOT AVAILABLE","Above the National average","4.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",375,"NOT AVAILABLE","Same as the National average","2.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",125,"LEVEL III","Same as the National average","2.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",454,"LEVEL III","Same as the National average","2.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",441,"LEVEL II","Same as the National average","2.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",-999,"NOT AVAILABLE","Same as the National average","2.0"
"MERCY MEDICAL CENTER","MERCED","CA","MERCED","Acute Care Hospitals","Voluntary non-profit - Private","True",281,"NOT AVAILABLE","Same as the National average","2.0"
"ST CLOUD REGIONAL MEDICAL CENTER","SAINT CLOUD","FL","OSCEOLA","Acute Care Hospitals","Proprietary","True",84,"NOT AVAILABLE","Same as the National average","2.0"
"ORANGE PARK MEDICAL CENTER","ORANGE PARK","FL","CLAY","Acute Care Hospitals","Voluntary non-profit - Other","True",230,"LEVEL II","Same as the National average","3.0"
"SCRIPPS MERCY HOSPITAL","SAN DIEGO","CA","SAN DIEGO","Acute Care Hospitals","Voluntary non-profit - Private","True",501,"LEVEL I","Above the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",25,"TRF","Same as the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",69,"LEVEL III","Same as the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",-999,"LEVEL III","Same as the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",45,"LEVEL IV","Same as the National average","3.0"
"COMMUNITY HOSPITAL","GRAND JUNCTION","CO","MESA","Acute Care Hospitals","Voluntary non-profit - Private","True",458,"NOT AVAILABLE","Same as the National average","3.0"
"MORTON PLANT NORTH BAY HOSPITAL","NEW PORT RICHEY","FL","PASCO","Acute Care Hospitals","Voluntary non-profit - Private","True",150,"NOT AVAILABLE","Same as the National average","3.0"
"SETON MEDICAL CENTER","DALY CITY","CA","SAN MATEO","Acute Care Hospitals","Voluntary non-profit - Church","True",357,"NOT AVAILABLE","Same as the National average","2.0"
"SAINT JOSEPH HOSPITAL","DENVER","CO","DENVER","Acute Care Hospitals","Voluntary non-profit - Private","True",369,"LEVEL IV","Same as the National average","4.0"
"SAINT JOSEPH HOSPITAL","DENVER","CO","DENVER","Acute Care Hospitals","Voluntary non-profit - Private","True",112,"NOT AVAILABLE","Same as the National average","4.0"
"SAINT JOSEPH HOSPITAL","DENVER","CO","DENVER","Acute Care Hospitals","Voluntary non-profit - Private","True",433,"NOT AVAILABLE","Same as the National average","4.0"
"SAN JOAQUIN GENERAL HOSPITAL","FRENCH CAMP","CA","SAN JOAQUIN","Acute Care Hospitals","Government - Local","True",196,"LEVEL III","Same as the National average","2.0"
"NOVATO COMMUNITY HOSPITAL","NOVATO","CA","MARIN","Acute Care Hospitals","Voluntary non-profit - Other","True",47,"NOT AVAILABLE","Same as the National average","4.0"
"BANNER GOLDFIELD MEDICAL CENTER","APACHE JUNCTION","AZ","PINAL","Acute Care Hospitals","Voluntary non-profit - Other","True",-999,"NOT AVAILABLE","Not Available","4.0"
"ASPEN VALLEY HOSPITAL","ASPEN","CO","PITKIN","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"LEVEL III","Not Available","4.0"
"EMORY UNIVERSITY HOSPITAL","ATLANTA","GA","DEKALB","Acute Care Hospitals","Voluntary non-profit - Private","True",605,"NOT AVAILABLE","Above the National average","4.0"
"EMORY UNIVERSITY HOSPITAL","ATLANTA","GA","DEKALB","Acute Care Hospitals","Voluntary non-profit - Private","True",18,"NOT AVAILABLE","Above the National average","4.0"
"HAMILTON MEDICAL CENTER","DALTON","GA","WHITFIELD","Acute Care Hospitals","Voluntary non-profit - Private","True",282,"LEVEL II","Same as the National average","4.0"
"APPLING HOSPITAL","BAXLEY","GA","APPLING","Acute Care Hospitals","Government - Hospital District or Authority","True",49,"LEVEL IV","Same as the National average","3.0"
"WILLIAM W BACKUS HOSPITAL","NORWICH","CT","NEW LONDON","Acute Care Hospitals","Voluntary non-profit - Other","True",213,"LEVEL III","Above the National average","4.0"
"DELRAY MEDICAL CENTER","DELRAY BEACH","FL","PALM BEACH","Acute Care Hospitals","Proprietary","True",536,"LEVEL I","Same as the National average","2.0"
"HUNTINGTON MEMORIAL HOSPITAL","PASADENA","CA","LOS ANGELES","Acute Care Hospitals","Voluntary non-profit - Private","True",625,"LEVEL II","Above the National average","4.0"
"BAPTIST MEDICAL CENTER - BEACHES","JACKSONVILLE BEACH","FL","DUVAL","Acute Care Hospitals","Voluntary non-profit - Private","True",146,"NOT AVAILABLE","Same as the National average","4.0"
"GOOD SAMARITAN HOSPITAL","SAN JOSE","CA","SANTA CLARA","Acute Care Hospitals","Proprietary","True",200,"LEVEL III, LEVEL I REHAB","Below the National average","2.0"
"GOOD SAMARITAN HOSPITAL","SAN JOSE","CA","SANTA CLARA","Acute Care Hospitals","Proprietary","True",175,"LEVEL III","Below the National average","2.0"
"GOOD SAMARITAN HOSPITAL","SAN JOSE","CA","SANTA CLARA","Acute Care Hospitals","Proprietary","True",657,"NOT AVAILABLE","Below the National average","2.0"
"GOOD SAMARITAN MEDICAL CENTER","WEST PALM BEACH","FL","PALM BEACH","Acute Care Hospitals","Proprietary","True",224,"LEVEL III","Same as the National average","2.0"
"GOOD SAMARITAN MEDICAL CENTER","WEST PALM BEACH","FL","PALM BEACH","Acute Care Hospitals","Proprietary","True",333,"NOT AVAILABLE","Same as the National average","2.0"
"PROVIDENCE HOSPITAL","MOBILE","AL","MOBILE","Acute Care Hospitals","Voluntary non-profit - Church","True",349,"LEVEL III","Below the National average","2.0"
"PROVIDENCE HOSPITAL","MOBILE","AL","MOBILE","Acute Care Hospitals","Voluntary non-profit - Church","True",258,"NOT AVAILABLE","Below the National average","2.0"
"PROVIDENCE HOSPITAL","MOBILE","AL","MOBILE","Acute Care Hospitals","Voluntary non-profit - Church","True",12,"NOT AVAILABLE","Below the National average","2.0"
"GULF COAST REGIONAL MEDICAL CENTER","PANAMA CITY","FL","BAY","Acute Care Hospitals","Proprietary","True",223,"NOT AVAILABLE","Same as the National average","3.0"
"REDWOOD MEMORIAL HOSPITAL","FORTUNA","CA","HUMBOLDT","Critical Access Hospitals","Voluntary non-profit - Private","True",35,"NOT AVAILABLE","Same as the National average","3.0"
"BROWARD HEALTH IMPERIAL POINT","FORT LAUDERDALE","FL","BROWARD","Acute Care Hospitals","Government - Hospital District or Authority","True",204,"NOT AVAILABLE","Same as the National average","3.0"
"CLAY COUNTY HOSPITAL","ASHLAND","AL","CLAY","Acute Care Hospitals","Government - Hospital District or Authority","True",18,"NOT AVAILABLE","Same as the National average","3.0"
"CLAY COUNTY HOSPITAL","ASHLAND","AL","CLAY","Acute Care Hospitals","Government - Hospital District or Authority","True",45,"NOT AVAILABLE","Same as the National average","3.0"
"VERDE VALLEY MEDICAL CENTER","COTTONWOOD","AZ","YAVAPAI","Acute Care Hospitals","Voluntary non-profit - Private","True",110,"LEVEL IV","Same as the National average","4.0"
"MILLS-PENINSULA MEDICAL CENTER","BURLINGAME","CA","SAN MATEO","Acute Care Hospitals","Voluntary non-profit - Private","True",241,"NOT AVAILABLE","Above the National average","4.0"
"BANNER BOSWELL MEDICAL CENTER","SUN CITY","AZ","MARICOPA","Acute Care Hospitals","Voluntary non-profit - Other","True",418,"LEVEL IV","Same as the National average","4.0"
"GULF BREEZE HOSPITAL","GULF BREEZE","FL","SANTA ROSA","Acute Care Hospitals","Voluntary non-profit - Other","True",77,"NOT AVAILABLE","Above the National average","4.0"
"ST JOSEPHS HOSPITAL","TAMPA","FL","HILLSBOROUGH","Acute Care Hospitals","Voluntary non-profit - Church","True",70,"NOT AVAILABLE","Same as the National average","3.0"
"ST JOSEPHS HOSPITAL","TAMPA","FL","HILLSBOROUGH","Acute Care Hospitals","Voluntary non-profit - Church","True",193,"LEVEL III","Same as the National average","3.0"
"ST JOSEPHS HOSPITAL","TAMPA","FL","HILLSBOROUGH","Acute Care Hospitals","Voluntary non-profit - Church","True",125,"NOT AVAILABLE","Same as the National average","3.0"
"ST JOSEPHS HOSPITAL","TAMPA","FL","HILLSBOROUGH","Acute Care Hospitals","Voluntary non-profit - Church","True",227,"NOT AVAILABLE","Same as the National average","3.0"
"NORTHSIDE HOSPITAL","SAINT PETERSBURG","FL","PINELLAS","Acute Care Hospitals","Proprietary","True",621,"NOT AVAILABLE","Same as the National average","2.0"
"NORTHSIDE HOSPITAL","SAINT PETERSBURG","FL","PINELLAS","Acute Care Hospitals","Proprietary","True",288,"NOT AVAILABLE","Same as the National average","2.0"
"OJAI VALLEY COMMUNITY HOSPITAL","OJAI","CA","VENTURA","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Not Available","4.0"
"SUTTER COAST HOSPITAL","CRESCENT CITY","CA","DEL NORTE","Acute Care Hospitals","Government - Hospital District or Authority","True",49,"LEVEL IV","Same as the National average","3.0"
"SUTTER COAST HOSPITAL","CRESCENT CITY","CA","DEL NORTE","Acute Care Hospitals","Government - Hospital District or Authority","True",-999,"LEVEL IV","Same as the National average","3.0"
"GREENE COUNTY HOSPITAL","EUTAW","AL","GREENE","Acute Care Hospitals","Government - Local","False",7,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL WEST","PEMBROKE PINES","FL","BROWARD","Acute Care Hospitals","Government - Hospital District or Authority","True",446,"NOT AVAILABLE","Same as the National average","3.0"
"TOUCHETTE REGIONAL HOSPITAL INC","CENTREVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",119,"NOT AVAILABLE","Same as the National average","2.0"
"MORRIS HOSPITAL & HEALTHCARE CENTERS","MORRIS","IL","GRUNDY","Acute Care Hospitals","Voluntary non-profit - Private","True",89,"LEVEL II","Same as the National average","4.0"
"GADSDEN REGIONAL MEDICAL CENTER","GADSDEN","AL","ETOWAH","Acute Care Hospitals","Proprietary","True",346,"LEVEL III","Same as the National average","2.0"
"SANTA ROSA MEDICAL CENTER","MILTON","FL","SANTA ROSA","Acute Care Hospitals","Proprietary","True",129,"NOT AVAILABLE","Same as the National average","3.0"
"CAPITAL REGIONAL MEDICAL CENTER","TALLAHASSEE","FL","LEON","Acute Care Hospitals","Proprietary","True",266,"NOT AVAILABLE","Same as the National average","2.0"
"NORTH ARKANSAS REGIONAL MEDICAL CENTER","HARRISON","AR","BOONE","Acute Care Hospitals","Voluntary non-profit - Other","True",174,"LEVEL III","Same as the National average","3.0"
"SOUTH BAY HOSPITAL","SUN CITY CENTER","FL","HILLSBOROUGH","Acute Care Hospitals","Proprietary","True",138,"NOT AVAILABLE","Same as the National average","1.0"
"NORTH COLORADO MEDICAL CENTER","GREELEY","CO","WELD","Acute Care Hospitals","Voluntary non-profit - Private","True",300,"LEVEL II","Same as the National average","4.0"
"DAMERON HOSPITAL","STOCKTON","CA","SAN JOAQUIN","Acute Care Hospitals","Voluntary non-profit - Other","True",202,"NOT AVAILABLE","Same as the National average","2.0"
"ARROWHEAD REGIONAL MEDICAL CENTER","COLTON","CA","SAN BERNARDINO","Acute Care Hospitals","Government - Local","True",456,"LEVEL II","Same as the National average","2.0"
"SUTTER AUBURN FAITH HOSPITAL","AUBURN","CA","PLACER","Acute Care Hospitals","Voluntary non-profit - Other","True",64,"NOT AVAILABLE","Same as the National average","4.0"
"BAYFRONT HEALTH BROOKSVILLE","BROOKSVILLE","FL","HERNANDO","Acute Care Hospitals","Voluntary non-profit - Church","True",120,"NOT AVAILABLE","Same as the National average","1.0"
"GEORGIANA MEDICAL CENTER","GEORGIANA","AL","BUTLER","Acute Care Hospitals","Proprietary","True",22,"NOT AVAILABLE","Not Available","3.0"
"HAVASU REGIONAL MEDICAL CENTER","LAKE HAVASU CITY","AZ","MOHAVE","Acute Care Hospitals","Proprietary","True",181,"LEVEL III","Same as the National average","2.0"
"EVERGREEN MEDICAL CENTER","EVERGREEN","AL","CONECUH","Acute Care Hospitals","Proprietary","True",58,"NOT AVAILABLE","Same as the National average","3.0"
"NORTHERN INYO HOSPITAL","BISHOP","CA","INYO","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Not Available","4.0"
"VALLEY VIEW MEDICAL CENTER","FORT MOHAVE","AZ","MOHAVE","Acute Care Hospitals","Proprietary","True",66,"NOT AVAILABLE","Same as the National average","3.0"
"CHINESE HOSPITAL","SAN FRANCISCO","CA","SAN FRANCISCO","Acute Care Hospitals","Voluntary non-profit - Private","True",54,"NOT AVAILABLE","Same as the National average","3.0"
"YUMA REGIONAL MEDICAL CENTER","YUMA","AZ","YUMA","Acute Care Hospitals","Voluntary non-profit - Private","True",369,"LEVEL IV","Same as the National average","2.0"
"BEVERLY HOSPITAL","MONTEBELLO","CA","LOS ANGELES","Acute Care Hospitals","Voluntary non-profit - Private","True",224,"NOT AVAILABLE","Above the National average","3.0"
"GRANDVIEW MEDICAL CENTER","BIRMINGHAM","AL","JEFFERSON","Acute Care Hospitals","Proprietary","True",372,"LEVEL III","Below the National average","2.0"
"ST MARY'S HOSPITAL","ATHENS","GA","CLARKE","Acute Care Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"ST MARY'S HOSPITAL","ATHENS","GA","CLARKE","Acute Care Hospitals","Voluntary non-profit - Private","True",196,"NOT AVAILABLE","Same as the National average","4.0"
"NATIONAL PARK MEDICAL CENTER","HOT SPRINGS","AR","GARLAND","Acute Care Hospitals","Proprietary","True",166,"NOT AVAILABLE","Below the National average","2.0"
"HIGHLAND HOSPITAL","OAKLAND","CA","ALAMEDA","Acute Care Hospitals","Government - Hospital District or Authority","True",261,"NOT AVAILABLE","Same as the National average","1.0"
"HIGHLAND HOSPITAL","OAKLAND","CA","ALAMEDA","Acute Care Hospitals","Government - Hospital District or Authority","True",286,"LEVEL I","Same as the National average","1.0"
"HIGHLAND HOSPITAL","OAKLAND","CA","ALAMEDA","Acute Care Hospitals","Government - Hospital District or Authority","True",104,"NOT AVAILABLE","Same as the National average","1.0"
"CROSSRIDGE COMMUNITY HOSPITAL","WYNNE","AR","CROSS","Critical Access Hospitals","Voluntary non-profit - Church","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"GARFIELD MEDICAL CENTER","MONTEREY PARK","CA","LOS ANGELES","Acute Care Hospitals","Proprietary","True",210,"NOT AVAILABLE","Above the National average","3.0"
"POUDRE VALLEY HOSPITAL","FORT COLLINS","CO","LARIMER","Acute Care Hospitals","Voluntary non-profit - Private","True",232,"LEVEL III","Same as the National average","4.0"
"LAKEWOOD RANCH MEDICAL CENTER","BRADENTON","FL","MANATEE","Acute Care Hospitals","Proprietary","True",120,"NOT AVAILABLE","Same as the National average","3.0"
"SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","HOLLYWOOD","CA","LOS ANGELES","Acute Care Hospitals","Proprietary","True",100,"NOT AVAILABLE","Above the National average","3.0"
"ABRAZO ARROWHEAD CAMPUS","GLENDALE","AZ","MARICOPA","Acute Care Hospitals","Proprietary","True",217,"NOT AVAILABLE","Same as the National average","3.0"
"CONTRA COSTA REGIONAL MEDICAL CENTER","MARTINEZ","CA","CONTRA COSTA","Acute Care Hospitals","Government - Local","True",167,"NOT AVAILABLE","Same as the National average","2.0"
"PIONEERS MEMORIAL HEALTHCARE DISTRICT","BRAWLEY","CA","IMPERIAL","Acute Care Hospitals","Government - Hospital District or Authority","True",107,"LEVEL IV","Same as the National average","2.0"
"DANBURY HOSPITAL","DANBURY","CT","FAIRFIELD","Acute Care Hospitals","Voluntary non-profit - Private","True",371,"LEVEL II","Same as the National average","1.0"
"EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","GWINNETT","Acute Care Hospitals","Proprietary","True",281,"NOT AVAILABLE","Same as the National average","3.0"
"FRESNO SURGICAL HOSPITAL","FRESNO","CA","FRESNO","Acute Care Hospitals","Proprietary","False",27,"NOT AVAILABLE","Not Available","5.0"
"JERSEY COMMUNITY HOSPITAL","JERSEYVILLE","IL","JERSEY","Acute Care Hospitals","Government - Local","True",49,"NOT AVAILABLE","Same as the National average","3.0"
"NORTHSIDE HOSPITAL FORSYTH","CUMMING","GA","FORSYTH","Acute Care Hospitals","Voluntary non-profit - Private","True",304,"NOT AVAILABLE","Below the National average","3.0"
"SCRIPPS GREEN HOSPITAL","LA JOLLA","CA","SAN DIEGO","Acute Care Hospitals","Voluntary non-profit - Private","False",173,"NOT AVAILABLE","Above the National average","5.0"
